BHK,price,per_month_emi,total_sqft,latitude,longitude
4,60.07,60.07,2100,20.01507,73.75341
3,32.83,32.83,1410,19.98858,73.71576
3,39.72,39.72,1305,20.0129,73.75045
2,21.18,21.18,1120,19.96599,73.77292
1,15.09,15.09,818,20.00038,73.75442
3,42.2,42.2,1650,19.98858,73.71576
2,23.83,23.83,1125,20.01277,73.73992
2,15.89,15.89,702,20.01141,73.78339
3,24.89,24.89,1135,19.96311,73.77113
1,10.07,10.07,650,20.01678,73.79665
2,19.2,19.2,1000,20.01678,73.79665
3,24.36,24.36,1135,19.96599,73.77292
3,39.72,39.72,1400,20.02012,73.7594
3,10.59,10.59,1668,20.01328,73.73606
3,25.42,25.42,1123,19.96599,73.77292
2,15.89,15.89,875,20.01098,73.80851
3,38.13,38.13,1258,20.00295,73.77091
3,37.07,37.07,1521,20.0129,73.75045
3,33.36,33.36,1500,20.0129,73.75045
2,29.13,29.13,1100,19.93329,73.53077
4,94.33,94.33,2900,20.0129,73.75045
2,22.24,22.24,950,20.01507,73.75341
2,33.36,33.36,1414,20.0129,73.75045
2,16.95,16.95,800,20.0129,73.75045
3,33.89,33.89,1551,20.0129,73.75045
4,60.07,60.07,2125,20.01923,73.75618
3,38.23,38.23,1442,19.98789,73.76374
3,21.71,21.71,1123,20.04723,73.77545
3,31.77,31.77,1528,20.01277,73.73992
3,37.73,37.73,1400,20.01923,73.75618
3,31.77,31.77,1520,20.01328,73.73606
3,24.36,24.36,1135,19.96311,73.77113
3,25.95,25.95,1135,19.96599,73.77292
4,94.33,94.33,2900,20.00763,73.76362
2,20.12,20.12,900,20.01923,73.75618
3,47.66,47.66,1800,20.00763,73.76362
2,22.77,22.77,985,19.96599,73.77292
3,42.2,42.2,1550,20.0129,73.75045
3,32.83,32.83,1375,20.0129,73.75045
3,42.2,42.2,1650,20.0129,73.75045
3,32.83,32.83,1400,20.0129,73.75045
3,31.77,31.77,1356,20.01507,73.75341
3,42.2,42.2,1610,20.01507,73.75341
2,23.83,23.83,1045,20.01507,73.75341
2,21.18,21.18,822,20.0129,73.75045
2,20.12,20.12,856,20.01507,73.75341
1,15.36,15.36,800,20.0129,73.75045
3,40.71,40.71,1550,20.01923,73.75618
3,32.83,32.83,1400,19.98858,73.71576
3,33.36,33.36,1525,19.98858,73.71576
3,27.54,27.54,1400,19.94749,73.76139
3,27.54,27.54,1459,19.94749,73.76139
3,33.36,33.36,1500,19.98858,73.71576
3,40.71,40.71,1600,20.01923,73.75618
1,18,18,735,19.98858,73.71576
2,28.07,28.07,985,19.96599,73.77292
3,31.77,31.77,1300,19.97811,73.79962
4,74.47,74.47,2200,19.98858,73.71576
2,23.83,23.83,853,20.01277,73.73992
1,12.71,12.71,750,19.96599,73.77292
2,6.35,6.35,1050,20.01277,73.73992
1,11.12,11.12,650,19.95266,73.8365
2,29.13,29.13,1150,19.97114,73.8209
2,12.18,12.18,980,19.98053,73.84253
2,14.83,14.83,900,19.97262,73.74383
2,20.39,20.39,975,20.00461,73.74299
2,27.5,14.56,923,20.03457,73.80527
3,75,39.72,1900,20.00598,73.73795
2,42.11,22.3,1044,19.9305322,73.81173403
3,110,54.61,1808,19.99203,73.76526
1,26.2,13.87,690,20.03086,73.71665
2,65,34.42,1205,19.99503,73.79647
1,23.5,12.44,650,20.18299,73.99257
2,36.51,19.33,1085,20.01539,73.81763
1,25,13.24,630,19.94947,73.84445
3,65,34.42,1461,19.97728,73.755
2,34.36,18.2,882,20.03086,73.71665
2,72,38.13,1525,19.97811,73.79962
2,72,38.13,1525,19.97811,73.79962
1,31,16.42,765,20.00421,73.78979
1,27.5,14.56,630,19.99503,73.79647
2,40,21.18,880,20.00535,73.77692
2,40,21.18,880,19.9305322,73.81173403
1,25,13.24,640,19.96756,73.84875
2,42,22.24,1066,19.94625,73.8147
2,40,21.18,942,19.97173,73.82677
2,44,23.3,924,20.00598,73.74021
2,32,16.95,1000,19.99975,73.73383
2,40,21.18,955,19.9815926,73.74551843
2,27,14.3,830,19.9305322,73.81173403
2,27.5,14.56,820,19.97881,73.75635
2,44,23.3,1085,19.94625,73.8147
2,30,15.89,830,19.95142,73.76092
2,42,22.24,1060,20.01328,73.73606
2,30,15.89,752,19.9622125,73.83917012
1,23,12.18,906,19.95531,73.84089
2,35,18.53,960,19.95531,73.84089
2,33.12,17.54,950,20.01825,73.79397
2,28.5,15.09,800,19.9305322,73.81173403
2,28,14.83,800,19.9305322,73.81173403
1,24.9,13.19,730,19.95531,73.84089
2,39,20.65,1019,19.98,73.81268
2,26,13.77,850,19.9305322,73.81173403
2,42,22.24,910,19.98599,73.72428
1,16,8.47,419,19.97946,73.70883
3,85,42.2,1360,20.00592503,73.77616511
2,31.99,16.94,895,20.01148,73.81403
2,38,20.12,750,20.01726691,73.78508823
2,32,16.95,950,19.99975,73.73383
1,24,12.71,850,19.98136,73.78762
2,41,21.71,910,20.01825,73.79397
3,54,28.6,1280,19.98,73.81268
2,35,18.53,877,20.01098,73.80851
2,32,16.95,765,19.97475,73.82099
2,40,21.18,1230,19.95266,73.8365
1,28,14.83,750,19.97144,73.76847
2,28,14.83,790,20.02662,73.84018
2,39.6,20.97,1130,19.97219,73.7835
0,20,10.59,600,19.96119,73.74556
1,18,9.53,551,19.99774,73.70887
2,31.25,16.55,745,19.95931,73.77976
2,37.5,19.86,957,19.96758,73.7829
2,35,18.53,912,19.99503,73.79647
3,62.75,33.23,1410,20.01277,73.73992
2,21,11.12,685,19.99975,73.73383
2,28,14.83,800,19.94312,73.77364
2,40,21.18,930,19.96724,73.75504
4,163,80.78,2260,20.00038,73.75442
3,70,37.07,1488,20.03178,73.8551
3,120,59.58,1590,20.01328,73.73606
1,27,14.3,700,19.99503,73.79647
2,37,19.59,816,19.97594,73.82971
2,46,24.36,1241,19.99503,73.79647
3,90,44.68,1900,19.98181,73.802
1,20,10.59,575,19.99975,73.73383
2,43,22.77,838,19.95364,73.7693
2,35,18.53,1180,19.84369,73.99385
2,43,22.77,1035,20.01277,73.73992
2,40,21.18,785,19.94534,73.74791
1,21.4,11.33,619,19.99767,73.80071
1,30,15.89,575,19.99774,73.70887
2,25,13.24,900,20.04456,73.78355
2,55,29.13,1100,19.9851641,73.76094031
3,65,34.42,1449,20.00326,73.70924
2,35,18.53,855,19.99503,73.79647
2,80.5,39.97,1225,19.99975,73.73383
1,20,10.59,600,19.96119,73.74556
3,60,31.77,1451,19.99503,73.79647
2,35,18.53,885,19.94427,73.83229
4,210,0,3600,20.00486,73.78299
1,19.5,10.33,550,20.00241,73.7469
2,15,7.94,890,19.96045,73.77608
2,24.5,12.97,790,19.97916934,73.75068716
4,135,67.02,2625,20.02377,73.76334
2,40,21.18,1500,12.90725,-0.81231
2,45,23.83,1045,19.95531,73.84089
2,21,11.12,835,20.18299,73.99257
0,16,8.47,470,19.99584,73.70402
2,30,15.89,955,20.04813,73.80687
2,40,21.18,1150,20.02523002,73.8044801
2,37,19.59,830,19.97262,73.74383
2,40.62,21.51,979,19.9305322,73.81173403
2,42,22.24,1059,19.9871,73.80387
2,45,23.83,1045,19.95531,73.84089
2,35,18.53,890,20.01976,73.84737
2,35,18.53,750,19.95295,73.86053
2,50,26.48,1225,19.99416,73.80874
2,35,18.53,800,19.99503,73.79647
2,35,18.53,950,19.97192,73.74648
1,18,9.53,650,19.84369,73.99385
1,21,11.12,525,19.92687,73.83625
2,37,19.59,903,19.97752,73.79034
1,22,11.65,600,19.97039,73.79995
1,22.5,11.92,619,19.99767,73.80071
2,26,13.77,811,19.94625,73.8147
1,21,11.12,510,20.01678,73.79665
2,40,21.18,1300,19.95531,73.84089
2,27,14.3,585,19.97805,73.83652
3,51,27.01,1275,19.97181,73.7689
2,55,29.13,995,19.95757,73.7404
2,33,17.48,955,20.03989,73.79813
2,58,30.71,1200,20.00662,73.7327
2,32,16.95,860,19.99503,73.79647
2,35,18.53,1000,19.84369,73.99385
2,55,29.13,970,19.97693,73.79817
1,34.6,18.32,650,20.01083,73.74738
2,31,16.42,800,20.04723,73.77545
3,110,54.61,1808,19.99433,73.76235
3,100,49.65,2250,19.94534,73.74791
3,110,54.61,1808,19.99433,73.76235
2,50,26.48,935,19.98693,73.78671
2,21.5,11.39,730,19.902,73.8322
2,39,20.65,1150,19.9633,73.77987
1,17,9,450,20.04723,73.77545
2,29,15.36,818,20.42287,73.92233
2,45,23.83,1250,19.98253,73.74734
1,23,12.18,591,19.99767,73.80071
1,23,12.18,591,19.99767,73.80071
2,37,19.59,816,19.97594,73.82971
2,45,23.83,1107,19.97718,73.79036
0,30,15.89,700,19.97475,73.82099
3,40,21.18,1200,19.99975,73.73383
0,12,6.35,330,19.98981,73.79071
1,19,10.06,610,20.004,73.72932
2,35,18.53,875,19.94427,73.83229
2,46.5,24.62,1010,19.96533016,73.75236128
2,30.5,16.15,864,19.99503,73.79647
3,51,27.01,1300,19.94625,73.8147
1,30,15.89,620,19.93585,73.83441
3,60,31.77,1330,20.01539,73.81763
1,10,5.3,370,19.99584,73.70402
1,16.21,8.58,528,19.95757,73.7404
2,38,20.12,883,19.96827,73.7423
2,35,18.53,950,20.03989,73.79813
2,35,18.53,880,19.99453,73.84379
2,43,22.77,1008,19.97687,73.76695
1,20,10.59,600,19.97805,73.83652
1,25,13.24,750,19.95931,73.77976
1,15.51,8.21,528,19.95757,73.7404
2,22,11.65,674,20.02155,73.80911
1,18,9.53,533,19.97379,73.72938
2,29,15.36,655,19.97811,73.79962
2,35,18.53,850,19.98879,73.80532
2,25,13.24,745,20.04723,73.77545
1,21,11.12,640,20.54809,74.53407
1,21,11.12,640,20.54809,74.53407
2,24,12.71,733,19.97379,73.72938
2,60,31.77,1000,19.97114,73.8209
2,35,18.53,930,20.03691,73.84384
2,27,14.3,780,19.95539,73.85953
1,17,9,655,20.04204,73.85006
2,30,15.89,845,20.01539,73.81763
2,32,16.95,1100,19.94625,73.8147
2,26,13.77,850,19.95364,73.7693
2,25,13.24,705,19.97578,73.82027
1,24,12.71,650,19.95931,73.77976
1,24,12.71,650,19.95931,73.77976
2,37,19.59,700,19.94312,73.77364
2,25,13.24,730,19.96401,73.72648
1,16.5,8.74,615,20.05232,73.80252
2,36,19.06,900,20.0025,73.78718
1,24,12.71,586,20.01261557,73.77821322
2,45,23.83,985,19.99503,73.79647
2,50,26.48,935,19.98693,73.78671
2,35.5,18.8,775,19.94427,73.83229
1,20,10.59,550,19.96314,73.85608
2,32,16.95,850,19.99173,73.70606
1,21.5,11.39,620,19.95364,73.7693
2,58,30.71,1400,19.95104,73.84719
2,35,18.53,825,20.01539,73.81763
0,21,11.12,446,19.97811,73.79962
2,49,25.95,1275,19.94534,73.74791
2,28,14.83,830,19.99503,73.79647
2,52,27.54,1065,20.01154,73.80428
3,95,47.16,1800,19.97219,73.7835
2,42,22.24,867,19.94534,73.74791
2,49,25.95,1085,19.95931,73.77976
2,30,15.89,990,19.94312,73.77364
1,17,9,540,20.01678,73.79665
1,16,8.47,600,19.95531,73.84089
2,38,20.12,1068,20.03178,73.8551
1,19.5,10.33,777,19.95931,73.77976
1,16,8.47,566,19.84369,73.99385
1,18,9.53,700,20.04813,73.80687
1,17.5,9.27,645,20.00396,73.72932
2,35,18.53,662,19.97747,73.80679
2,35,18.53,1044,19.9633,73.77987
2,32,16.95,1010,20.04813,73.80687
2,48,25.42,1000,19.97718,73.79036
2,36,19.06,810,19.95931,73.77976
1,17.5,9.27,775,20.02662,73.84018
1,20,10.59,556,19.99975,73.73383
2,41,21.71,1167,19.99503,73.79647
3,35,18.53,1040,19.95295,73.86053
2,35,18.53,864,19.97181,73.7689
2,27,14.3,780,19.96401,73.72648
2,34,18,955,19.98162,73.79795
2,48,25.42,1156,20.05089,73.80072
2,32,16.95,850,20.01368,73.74651
1,15,7.94,400,20.02662,73.84018
1,17.5,9.27,550,19.99975,73.73383
1,22,11.65,600,19.95531,73.84089
1,21.5,11.39,630,19.94625,73.8147
2,55,29.13,900,20.46043,74.19353
1,15,7.94,500,20.02662,73.84018
1,22,11.65,560,19.95531,73.84089
3,45.5,24.09,1250,19.95931,73.77976
2,26,13.77,800,20.46043,74.19353
2,23,12.18,900,20.46043,74.19353
1,25,13.24,600,20.01678,73.79665
2,26.16,13.85,824,19.94427,73.83229
2,49,25.95,1009,19.95103,73.76732
1,23,12.18,600,19.94427,73.83229
2,64,33.89,1471,19.95931,73.77976
1,22.5,11.92,675,19.96827,73.7423
2,28,14.83,742,19.9305322,73.81173403
1,22,11.65,570,19.96974,73.78127
2,55,29.13,1800,19.99503,73.79647
1,22,11.65,788,20.01976,73.84737
2,60,31.77,1471,19.95931,73.77976
2,40,21.18,900,19.96758,73.7829
2,29,15.36,757,20.01453409,73.74361483
1,17,9,505,19.99453,73.84379
1,21,11.12,525,19.97805,73.83652
2,45,23.83,1005,19.98181,73.802
1,21,11.12,645,19.95531,73.84089
2,35,18.53,850,19.96724,73.75504
2,35,18.53,851,19.96724,73.75504
2,40,21.18,1500,19.95104,73.75699
0,25,13.24,750,19.97192,73.74648
1,25,13.24,710,20.04723,73.77545
1,15,7.94,660,20.18299,73.99257
1,14,7.41,550,19.97819,73.8509
2,34,18,910,20.03514,73.79593
1,35,18.53,720,20.00038,73.75442
2,30,15.89,1000,20.03086,73.71665
2,29.5,15.62,875,19.96868,73.78638
2,32,16.95,900,19.97192,73.74648
2,35,18.53,920,20.18594,73.9921
2,45,23.83,960,19.99307,73.80571
2,35,18.53,920,20.18594,73.9921
2,27,14.3,930,19.99503,73.79647
2,40,21.18,850,19.98264,73.78627
2,40,21.18,850,19.97945,73.78963
1,22,11.65,650,19.94427,73.83229
0,22,11.65,600,19.94312,73.77364
0,22,11.65,600,19.94312,73.77364
1,17,9,555,19.98743,73.80874
2,30,15.89,818,19.97915,73.76098
2,32,16.95,860,19.95531,73.84089
0,21,11.12,680,19.97308,73.82193
2,26,13.77,750,19.97687,73.76695
3,55,29.13,1422,20.00566,73.7292
3,60,31.77,1460,19.99181,73.70767
2,45,23.83,1205,19.95757,73.7404
1,24.5,12.97,700,20.46043,74.19353
2,46,24.36,722,20.01083,73.74738
1,30,15.89,780,20.01418,73.78742
2,46,24.36,1600,19.95104,73.75699
2,29.5,15.62,750,19.95104,73.75699
1,18,9.53,656,19.97933,73.81286
2,32,16.95,1014,19.98053,73.84253
2,55,29.13,1190,20.00662,73.7327
2,40,21.18,1075,19.94312,73.77364
2,32.5,17.21,875,19.98053,73.84253
2,38,20.12,780,19.94312,73.77364
2,27,14.3,776,19.99503,73.79647
2,25.5,13.5,805,19.95757,73.7404
2,28,14.83,825,20.01083,73.74738
2,49,25.95,1500,19.95931,73.77976
2,40,21.18,1051,19.95364,73.7693
2,26,13.77,725,19.97192,73.74648
2,45,23.83,816,19.94534,73.74791
0,20,10.59,650,19.95364,73.7693
2,20,10.59,850,20.03178,73.8551
2,27,14.3,800,20.04813,73.80687
3,75,39.72,1240,19.98869,73.77717
2,34,18,1079,20.03691,73.84384
1,18,9.53,450,19.99767,73.80071
2,40,21.18,960,19.99307,73.80571
4,68,36.01,1750,19.95539,73.85953
2,45,23.83,1170,19.95104,73.75699
3,65,34.42,1800,19.99503,73.79647
2,30,15.89,881,20.04456,73.78355
3,80,39.72,1472,19.99503,73.79647
1,18,9.53,542,19.99503,73.79647
2,36,19.06,1000,19.94749,73.76139
2,51.82,27.44,1080,19.9305322,73.81173403
2,51.8,27.43,1080,19.9305322,73.81173403
2,35,18.53,1047,19.9871,73.80387
2,37,19.59,812,19.95364,73.7693
2,45,23.83,950,19.98789,73.76374
2,38.51,20.39,1100,19.94625,73.8147
1,16,8.47,593,20.03523,73.79084
2,40,21.18,1300,19.95931,73.77976
2,38,20.12,896,19.94534,73.74791
2,26.5,14.03,800,19.96827,73.7423
2,25,13.24,860,19.95531,73.84089
2,38,20.12,1100,19.95364,73.7693
1,17.5,9.27,551,19.99774,73.70887
2,45,23.83,1300,20.01976,73.84737
3,65,34.42,1460,19.99307,73.80571
2,26.5,14.03,840,19.94312,73.77364
2,35,18.53,910,19.97055,73.81872
2,70,37.07,1050,19.9832,73.77883
1,17,9,692,20.04813,73.80687
0,6,3.18,360,19.93835,73.5355
2,35,18.53,832,20.01539,73.81763
2,35,18.53,880,19.99453,73.84379
2,45,23.83,1250,20.01976,73.84737
2,22,11.65,750,20.01678,73.79665
1,17,9,672,20.01417,73.75711
1,21,11.12,613,20.04813,73.80687
1,20,10.59,600,20.0245,73.83583
2,23.5,12.44,820,20.04607,73.79492
2,40,21.18,1167,19.99503,73.79647
1,19,10.06,555,19.94312,73.77364
2,45,23.83,977,19.97219,73.7835
3,50.85,26.93,1165,19.95539,73.85953
2,28.73,15.21,700,19.95539,73.85953
1,15,7.94,450,20.4762,73.92358
1,21,11.12,750,20.01678,73.79665
2,32,16.95,850,20.01098,73.80851
1,19,10.06,780,19.9305322,73.81173403
2,23,12.18,930,20.02498,73.83627
2,45,23.83,1080,19.96758,73.7829
2,25,13.24,750,22.99324,72.61256
2,40,21.18,861,19.99382,73.80779
1,22,11.65,738,19.99975,73.73383
2,27,14.3,1000,20.04723,73.77545
2,26,13.77,750,19.95104,73.75699
2,29,15.36,800,20.0245,73.83583
1,13,6.88,400,20.46043,74.19353
3,64,33.89,1600,20.14681,74.23516
4,40,21.18,1530,19.97611,73.8564
1,14,7.41,600,20.4762,73.92358
2,34,18,1120,20.04204,73.85006
2,26,13.77,750,19.99503,73.79647
3,55,29.13,1450,19.94534,73.74791
2,24,12.71,810,19.95364,73.7693
1,15,7.94,655,19.9871,73.80387
2,33,17.48,832,20.01539,73.81763
1,20,10.59,522,20.46043,74.19353
2,26,13.77,802,19.95104,73.75699
2,42,22.24,990,20.00662,73.7327
2,28,14.83,960,19.94312,73.77364
3,61,32.3,1350,20.03357,73.78424
1,16,8.47,650,19.99975,73.73383
2,35,18.53,980,19.97597,73.78223
1,21,11.12,652,19.95931,73.77976
2,49,25.95,1060,19.98089,73.84204
1,34.5,18.27,696,19.95531,73.84089
1,26,13.77,740,20.01678,73.79665
2,25.91,13.72,710,19.95531,73.84089
1,17,9,535,19.99975,73.73383
2,34,18,820,19.96311,73.77113
2,38,20.12,900,19.96311,73.77113
2,30,15.89,916,20.01539,73.81763
2,23,12.18,1000,20.01923,73.75618
2,23,12.18,1000,20.01923,73.75618
2,30,15.89,890,20.08134906,73.77951375
2,45,23.83,1008,19.97687,73.76695
1,19,10.06,550,19.97262,73.74383
1,14.5,7.68,500,19.96532,73.74144
3,76,37.73,1675,20.01128,73.73377
0,17,9,691,20.46043,74.19353
0,17,9,691,19.98409,73.84791
1,17,9,691,19.98409,73.84791
1,25,13.24,580,19.99155,73.80886
2,42,22.24,1000,20.01539,73.81763
1,14.5,7.68,530,19.97685,73.77615
1,23.5,12.44,615,19.95496,73.74413
1,15,7.94,535,19.99968,73.72605
2,25.5,13.5,900,20.05232,73.80252
2,41.75,22.11,1011,19.95531,73.84089
2,46,24.36,950,19.96758,73.7829
3,47,24.89,1255,20.03449,73.80617
4,130,64.34,1800,20.00302,73.77727
3,32,16.95,1140,20.03384,73.80073
2,25,13.24,875,20.04373,73.77448
1,25,13.24,650,19.96758,73.7829
1,16.5,8.74,552,20.00326,73.70924
2,31,16.42,910,19.96827,73.7423
1,24,12.71,700,19.96119,73.74556
2,32,16.95,830,20.01098,73.80851
2,41,21.71,800,20.01098,73.80851
1,49,25.95,850,19.99694,73.76671
3,65,34.42,1400,20.05232,73.80252
1,15,7.94,650,20.0459,73.80656
2,32,16.95,1045,19.96758,73.7829
2,33.99,18,970,20.03086,73.71665
4,131,65.04,2120,19.95531,73.84089
3,65,34.42,1215,20.01951,73.76759
3,95,47.16,1869,19.97319,73.7905
3,65,34.42,1451,19.97728,73.755
1,10,5.3,450,19.97711,73.88704
1,22,11.65,670,19.97946,73.70883
2,45,23.83,1290,19.96827,73.7423
1,25,13.24,650,19.95539,73.85953
1,21,11.12,750,19.98136,73.78762
1,20.5,10.86,605,19.99503,73.79647
1,13,6.88,607,19.99968,73.72605
2,24,12.71,870,20.09691,73.92601
3,85,42.2,1918,19.95931,73.77976
2,55,29.13,1200,20.01277,73.73992
1,35,18.53,615,20.00038,73.75442
2,30,15.89,1050,19.94312,73.77364
3,48,25.42,1230,17.35353662,78.53426704
2,27,14.3,875,19.94749,73.76139
2,47,24.89,1250,19.96827,73.7423
2,18,9.53,752,19.84369,73.99385
1,27,14.3,571,19.98264,73.78627
1,20,10.59,550,20.00763,73.76362
3,110,54.61,1968,19.95401,73.83873
1,15,7.94,650,20.01976,73.84737
0,20,10.59,300,20.03086,73.71665
2,35,18.53,1090,19.99307,73.80571
3,50,26.48,1500,19.95364,73.7693
2,40,21.18,842,19.95364,73.7693
3,55,29.13,1285,19.94534,73.74791
3,50,26.48,1265,19.95364,73.7693
4,125,62.06,2200,19.95146,73.84069
3,43.65,23.12,1364,20.03875,73.75025
2,21.5,11.39,730,20.00326,73.70924
2,46.8,24.78,1050,20.04456,73.78355
1,35,18.53,1089,19.94312,73.77364
3,48,25.42,1350,19.97681,73.77884
2,28,14.83,814,19.94312,73.77364
2,33.51,17.75,1000,20.01459,73.74641
2,38,20.12,840,19.99503,73.79647
2,26.5,14.03,782,19.94312,73.77364
1,22.52,11.93,675,20.01825,73.79397
1,10,5.3,430,19.91785,73.90068
0,12,6.35,337,19.9358,73.85298
3,52,27.54,1191,19.96758,73.7829
1,18,9.53,570,19.97561,73.79782
2,27,14.3,860,19.95104,73.75699
2,59,31.24,1100,19.96311,73.77113
1,13.5,7.15,600,19.96401,73.72648
2,32,16.95,775,19.95691,73.76233
2,25,13.24,960,19.99503,73.79647
2,38,20.12,960,19.96311,73.77113
2,38,20.12,960,19.96311,73.77113
2,32.51,17.22,950,20.01539,73.81763
3,53,28.07,1200,19.96873,73.77268
2,27.5,14.56,820,19.95931,73.77976
1,11,5.83,450,19.95295,73.86053
2,35,18.53,1124,19.95931,73.77976
1,20.5,10.86,750,19.95931,73.77976
2,25,13.24,582,20.01277,73.73992
2,44,23.3,1100,20.018,73.75111
2,29,15.36,1000,20.01976,73.84737
2,29,15.36,1000,20.01976,73.84737
2,30,15.89,800,19.96523,73.76795
2,34,18,850,19.95266,73.8365
1,16,8.47,650,20.00566,73.7292
1,16,8.47,650,20.00566,73.7292
1,18,9.53,620,19.94312,73.77364
1,18,9.53,620,19.95153,73.76944
1,18,9.53,620,19.94312,73.77364
2,26,13.77,800,20.01539,73.81763
1,18,9.53,530,19.99968,73.72605
2,70,37.07,1000,20.00295,73.77091
1,17.5,9.27,516,19.95931,73.77976
2,29,15.36,850,19.94799,73.76947
0,12,6.35,325,19.99805,73.76378
2,35,18.53,850,19.9832,73.77883
1,80,39.72,1000,20.00302,73.77727
2,55,29.13,930,20.01678,73.79665
1,14.5,7.68,555,20.04204,73.85006
2,35,18.53,900,19.97619,73.779
2,30,15.89,664,19.97811,73.79962
2,43,22.77,955,20.018,73.75111
2,60,31.77,1290,20.03086,73.71665
2,29,15.36,950,19.95931,73.77976
2,41,21.71,1200,19.95104,73.75699
2,40,21.18,862,20.01539,73.81763
2,35,18.53,850,19.96311,73.77113
2,65,34.42,1171,20.03086,73.71665
1,60,31.77,1100,20.02662,73.84018
3,55,29.13,1480,19.94312,73.77364
2,29,15.36,920,19.94749,73.76139
2,18,9.53,675,19.95531,73.84089
2,50,26.48,1035,20.01678,73.79665
2,26,13.77,1000,19.95104,73.75699
3,95,47.16,1575,19.95146,73.84069
1,19,10.06,550,19.97693,73.79817
2,33,17.48,951,19.94427,73.83229
2,23.9,12.66,850,19.95531,73.84089
2,31,16.42,850,19.95364,73.7693
2,35,18.53,970,19.94749,73.76139
2,30,15.89,771,19.94427,73.83229
2,32,16.95,1085,19.94312,73.77364
3,55,29.13,1135,19.97219,73.7835
2,30,15.89,950,19.95539,73.85953
2,29,15.36,950,19.95931,73.77976
1,20,10.59,530,19.95539,73.85953
2,40,21.18,1155,19.95104,73.75699
3,55,29.13,1280,19.98,73.81268
2,30,15.89,823,19.99503,73.79647
1,17,9,610,19.98053,73.84253
1,20,10.59,570,19.95531,73.84089
1,17,9,660,19.99768,73.70629
1,25,13.24,494,19.99774,73.70887
2,20,10.59,730,19.95539,73.85953
1,60,31.77,582,19.95531,73.84089
2,42,22.24,980,19.97219,73.7835
1,20,10.59,650,19.99968,73.72605
2,31.6,16.73,855,19.99503,73.79647
3,53,28.07,1200,19.96090004,73.85513498
1,18,9.53,542,19.99503,73.79647
1,40,21.18,355,20.0059,73.78378
2,37,19.59,957,19.95931,73.77976
2,26,13.77,850,20.01976,73.84737
2,26,13.77,850,20.01976,73.84737
2,30,15.89,881,20.01678,73.79665
2,30,15.89,823,19.99503,73.79647
2,30,15.89,1050,19.94312,73.77364
2,59,31.24,1100,19.96523,73.76795
2,26,13.77,825,19.94312,73.77364
2,41,21.71,910,19.99768,73.79156
2,33,17.48,853,19.94312,73.77364
3,50,26.48,1140,19.97594,73.82971
4,31,16.42,2000,22.30627,70.76197
2,23.5,12.44,700,19.99584,73.70402
2,28,14.83,775,19.97711,73.88704
1,28,14.83,750,19.97181,73.7689
2,30,15.89,533,19.97946,73.70883
2,32,16.95,925,19.94312,73.77364
2,40,21.18,1086,19.94312,73.77364
2,38,20.12,950,19.94312,73.77364
1,23.5,12.44,630,19.96523,73.76795
2,30,15.89,630,20.03178,73.8551
1,50.5,26.74,680,19.9832,73.77883
2,23,12.18,850,20.03691,73.84384
1,24,12.71,685,19.94312,73.77364
2,26,13.77,880,20.04456,73.78355
2,37,19.59,1000,19.94534,73.74791
3,95,47.16,1575,19.95531,73.84089
2,70,37.07,980,19.97219,73.7835
1,22,11.65,738,19.99975,73.73383
2,42,22.24,957,19.95931,73.77976
2,55,29.13,1051,19.94749,73.76139
1,18,9.53,650,19.96293,73.77313
2,35,18.53,980,19.97916934,73.75068716
2,40,21.18,875,19.98608,73.74698
1,13,6.88,607,19.99968,73.72605
2,36,19.06,875,19.96758,73.7829
2,42,22.24,975,19.99619,73.76349
1,28,14.83,870,20.03086,73.71665
2,32,16.95,934,19.9305322,73.81173403
2,24,12.71,630,19.96311,73.77113
2,38,20.12,855,19.96148,73.77933
3,35,18.53,1200,19.97693,73.79817
3,75,39.72,1800,19.9973,73.81223
1,19,10.06,630,19.97475,73.82099
2,31,16.42,801,20.01328,73.73606
2,20,10.59,629,19.95691,73.76233
2,34,18,850,19.96311,73.77113
2,50,26.48,900,19.97219,73.7835
2,27,14.3,887,20.05232,73.80252
1,24,12.71,630,19.97681,73.77884
2,36,19.06,855,20.01678,73.79665
1,20,10.59,600,20.02523002,73.8044801
1,14,7.41,510,19.95103,73.76732
2,22,11.65,1000,20.02662,73.84018
2,21,11.12,850,20.00602,73.74702
4,275,0,3600,20.01257,73.73444
2,65,34.42,985,20.01094,73.7324
2,27,14.3,856,19.95531,73.84089
2,31,16.42,920,20.01098,73.80851
2,36,19.06,1030,19.95364,73.7693
2,31,16.42,801,20.01328,73.73606
2,30,15.89,930,19.95531,73.84089
2,67,35.48,1270,19.9832,73.77883
0,14.5,7.68,410,20.01539,73.81763
2,30,15.89,1200,19.95531,73.84089
1,16,8.47,642,19.9305322,73.81173403
1,20,10.59,660,19.95364,73.7693
2,23,12.18,745,19.99975,73.73383
2,29,15.36,875,20.03875,73.75025
2,38,20.12,850,19.97219,73.7835
2,31.3,16.58,930,19.95364,73.7693
0,17,9,450,19.94427,73.83229
3,37,19.59,1120,19.95104,73.75699
2,22,11.65,811,19.95531,73.84089
2,32,16.95,855,19.95691,73.76233
3,25,13.24,850,19.97475,73.82099
1,20,10.59,625,19.95539,73.85953
1,20,10.59,600,19.97475,73.82099
2,39,20.65,900,19.95266,73.8365
1,20,10.59,600,19.99541,73.70656
