BHK,price,per_month_emi,total_sqft,latitude,longitude
3,47.99,14.87,0,19.99307,73.80571
3,45.31,8.33,0,19.97811,73.79962
1,11.03,3.93,0,20.04723,73.77545
2,30.14,11.12,0,20.04813,73.80687
2,41.65,16.35,0,20.01328,73.73606
2,34.49,7.23,0,19.98849,73.72505
2,0,0,0,19.84369,73.99385
3,33.3,8.05,0,20.04456,73.78355
3,55.62,13.67,0,20.01098,73.80851
2,0,0,0,19.99453,73.84379
3,0,0,0,19.97805,73.83652
3,75.82,20.77,0,19.99066,73.78871
2,20.37,8.05,0,19.96311,73.77113
2,30.53,10.83,0,19.97442,73.83381
2,0,0,0,20.03086,73.71665
2,16.17,6.29,0,20.01678,73.79665
2,23.82,8.72,0,20.01678,73.79665
1,39.92,9.9,0,19.97811,73.79962
3,0,0,0,19.97608,73.74601
2,21.03,6.99,0,19.94312,73.77364
2,21.22,6.31,0,20.00905333,73.75537978
2,0,0,0,19.98869,73.77717
3,35,13.24,0,19.99975,73.73383
2,0,0,0,19.94312,73.77364
2,0,0,0,19.95318,73.82594
2,0,0,0,20.00864,73.75788
2,0,0,0,19.99768,73.79156
2,23.79,8.9,0,20.04905,73.79696
1,0,0,0,19.96724,73.75504
2,28.47,10.41,0,19.96311,73.77113
2,17.89,5.31,0,19.99453,73.84379
2,0,0,0,19.97488,73.7492
4,0,0,0,19.99947,73.77475
1,0,0,0,20.02354711,73.80691933
3,56.96,22.78,0,19.9832,73.77883
2,0,0,0,19.96974,73.78127
2,18.36,5.56,0,20.03523,73.79084
1,0,0,0,19.99968,73.72605
2,40.36,12.43,0,19.97619,73.779
2,25.44,8.92,0,20.01678,73.79665
2,33.76,9.89,0,20.01277,73.73992
1,55.84,5.02,0,19.95531,73.84089
1,60.46,9.72,0,20.01277,73.73992
3,36.66,14.69,0,20.04813,73.80687
1,14.8,6.41,0,19.96523,73.75143
8,0,0,0,19.94534,73.74791
2,25.83,9.2,0,19.95364,73.7693
3,52.21,22.08,0,19.99307,73.80571
3,59.92,18.79,0,19.99619,73.76349
2,13.77,5.32,0,19.96401,73.72648
2,24.93,8.14,0,19.95104,73.75699
2,59.45,12.75,0,19.99947,73.77475
2,22.18,7.67,0,19.99975,73.73383
2,18.32,8.06,0,19.99503,73.79647
2,27,8.08,0,19.99503,73.79647
2,39.72,11.12,0,19.95364,73.7693
2,0,0,0,19.98053,73.84253
1,0,0,0,20.00763,73.76362
2,20.94,6.97,0,20.14681,74.23516
2,22.2,11.13,0,19.98148384,73.74867589
2,0,0,0,20.03523,73.79084
2,0,0,0,19.96311,73.77113
2,32.65,13.03,0,19.96311,73.77113
2,0,0,0,19.99307,73.80571
3,54.54,20.41,0,19.97811,73.79962
2,21.77,7.86,0,19.99975,73.73383
3,0,0,0,19.96311,73.77113
1,0,0,0,19.97693,73.79817
1,25.52,2.97,0,19.94427,73.83229
4,0,0,0,19.9832,73.77883
1,33.82,7.66,0,19.84369,73.99385
1,23.29,8.97,0,20.01098,73.80851
1,25.2,6.42,0,20.01678,73.79665
2,0,0,0,17.35353662,78.53426704
2,0,0,0,19.95539,73.85953
2,25.8,10.33,0,20.01474,73.79498
3,89.27,5.14,0,20.01736,73.752
1,0,0,0,19.97693,73.79817
3,0,0,0,19.97693,73.79817
1,18.85,4.82,0,19.89169,73.88093
2,23.86,8.82,0,19.94312,73.77364
2,0,0,0,20.04723,73.77545
2,28,11.12,0,19.94427,73.83229
2,34.34,11.65,0,19.95496,73.74413
2,0,0,0,20.18299,73.99257
2,23.27,6.35,0,20.00566,73.7292
1,0,0,0,19.97693,73.79817
1,0,0,0,19.95604,73.76921
2,0,0,0,19.92345,73.84209
2,0,0,0,20.04723,73.77545
2,0,0,0,19.98162,73.79795
2,0,0,0,19.97608,73.74601
1,0,0,0,19.96115,73.76057
2,0,0,0,19.86493,73.83701
2,0,0,0,19.96119,73.74556
3,0,0,0,20.04905,73.79696
1,0,0,0,19.97946,73.70883
2,0,0,0,20.03691,73.84384
2,0,0,0,19.99258,73.77201
2,0,0,0,19.96827,73.7423
3,0,0,0,19.98262,73.79375
2,0,0,0,20.04723,73.77545
1,0,0,0,19.97946,73.70883
1,0,0,0,19.97946,73.70883
0,0,0,0,19.97442,73.83381
1,46.04,10.74,0,19.9678,73.75231
2,0,0,0,20.01678,73.79665
1,0,0,0,19.97192,73.74648
2,0,0,0,19.97219,73.7835
3,0,0,0,19.94625,73.8147
2,0,0,0,19.95104,73.75699
2,23.66,9.14,0,20.03357,73.78424
2,0,0,0,20.03178,73.8551
3,0,0,0,20.01328,73.73606
2,0,0,0,19.99453,73.84379
3,0,0,0,19.99453,73.84379
2,0,0,0,20.03523,73.79084
2,0,0,0,20.00326,73.70924
2,0,0,0,20.03691,73.84384
3,0,0,0,20.01277,73.73992
2,0,0,0,19.95531,73.84089
2,0,0,0,19.98053,73.84253
2,0,0,0,20.03457,73.80527
2,0,0,0,19.94427,73.83229
2,0,0,0,19.97805,73.83652
2,0,0,0,19.97693,73.79817
5,137,34.84,0,20.01328,73.73606
2,17.45,6.26,0,20.03086,73.71665
2,0,0,0,19.94749,73.76139
0,0,0,0,20.18299,73.99257
3,61.88,28.2,0,19.97192,73.74648
2,20.61,9.53,0,20.04723,73.77545
1,0,0,0,19.98053,73.84253
3,55.62,13.67,0,20.01098,73.80851
2,23.48,7.91,0,20.0459,73.80656
2,0,0,0,19.98148384,73.74867589
2,14.52,6.32,0,20.03523,73.79084
3,25.23,10.27,0,19.94312,73.77364
3,0,0,0,19.9575,73.77972
3,80.21,31.03,0,20.03086,73.71665
3,76.3,18.53,0,19.98264,73.78627
1,0,0,0,19.97406,73.72218
2,0,0,0,19.97219,73.7835
2,27.73,9.98,0,19.95931,73.77976
2,18.15,6.78,0,19.84369,73.99385
2,27.36,10.83,0,19.97304,73.75005
2,28.61,10.77,0,20.04204,73.85006
2,0,0,0,19.96396277,73.75139039
1,11.94,4.5,0,19.97406,73.72218
3,53.07,17.02,0,20.01328,73.73606
3,0,0,0,20.01277,73.73992
2,18.25,8.12,0,19.97805,73.83652
2,19.35,8.46,0,20.01825,73.79397
2,58.83,22.37,0,19.95104,73.75699
2,53.7,19.56,0,19.97594,73.82971
2,24.15,10.37,0,19.95364,73.7693
2,0,0,0,19.9832,73.77883
2,0,0,0,20.01825,73.79397
2,20.84,6.48,0,19.99453,73.84379
3,115,30.07,0,19.95531,73.84089
4,181,37.34,0,19.9832,73.77883
2,0,0,0,19.94749,73.76139
2,0,0,0,20.03086,73.71665
2,25.24,8.01,0,19.97262,73.74383
2,25.28,11.6,0,20.04723,73.77545
2,31.35,5.71,0,20.01678,73.79665
2,17.88,6.13,0,20.03086,73.71665
3,112,28.1,0,20.00905333,73.75537978
2,14.48,5.48,0,20.04723,73.77545
3,0,0,0,20.01539,73.81763
1,18.09,4.98,0,19.95531,73.84089
2,55.79,12.28,0,19.99947,73.77475
2,0,0,0,19.95691,73.76233
3,44.45,13.81,0,20.04723,73.77545
2,0,0,0,19.97192,73.74648
4,81.08,31.72,0,20.01736,73.752
2,27.68,11.57,0,19.95531,73.84089
2,0,0,0,20.00662,73.7327
2,34.43,13.51,0,20.00662,73.7327
3,0,0,0,19.95364,73.7693
3,30.86,13.1,0,19.95531,73.84089
2,0,0,0,19.97608,73.74601
2,0,0,0,19.94427,73.83229
0,0,0,0,20.00658,73.78997
1,16.06,5.96,0,20.04813,73.80687
2,43.74,13.94,0,19.94427,73.83229
2,21.26,7.17,0,20.03086,73.71665
3,109,7.39,0,20.01277,73.73992
2,0,0,0,19.97805,73.83652
3,47.25,15.01,0,20.01678,73.79665
1,24.03,6.2,0,19.95931,73.77976
2,19.52,7.26,0,20.04723,73.77545
2,0,0,0,19.97192,73.74648
3,49.7,18.45,0,19.99418543,73.79021858
4,45.92,11.86,0,20.00281,73.7444
2,28.17,9.63,0,20.04905,73.79696
4,174,37.22,0,19.9832,73.77883
1,0,0,0,19.97916934,73.75068716
2,0,0,0,19.94749,73.76139
1,0,0,0,19.95531,73.84089
2,39.94,13.77,0,19.98148384,73.74867589
2,20.26,7.95,0,19.97262,73.74383
2,0,0,0,20.04723,73.77545
3,0,0,0,19.97619,73.779
2,17.51,7.03,0,19.95496,73.74413
1,0,0,0,19.95691,73.76233
2,0,0,0,19.84369,73.99385
2,31.81,9.15,0,19.95364,73.7693
3,35.45,16.51,0,20.01098,73.80851
2,19.9,8.77,0,20.04204,73.85006
2,18.23,6.42,0,19.99584,73.70402
3,0,0,0,17.35353662,78.53426704
2,0,0,0,20.05232,73.80252
3,0,0,0,20.00763,73.76362
0,0,0,0,20.00658,73.78997
2,0,0,0,20.03178,73.8551
2,30.88,7.12,0,19.98858,73.71576
2,0,0,0,19.94312,73.77364
4,0,0,0,20.00763,73.76362
3,49.53,19.75,0,19.95931,73.77976
1,30,10.06,0,19.99975,73.73383
3,0,0,0,20.03357,73.78424
3,0,0,0,20.02012,73.7594
1,25.73,5.85,0,19.99975,73.73383
3,36.72,11.19,0,19.93126,73.86616
2,0,0,0,19.99947,73.77475
4,0,0,0,19.99619,73.76349
3,0,0,0,19.97693,73.79817
3,0,0,0,20.00905333,73.75537978
2,27.74,10.57,0,19.97693,73.79817
2,0,0,0,19.94534,73.74791
2,0,0,0,19.95931,73.77976
2,22.35,8.5,0,19.97805,73.83652
2,0,0,0,20.04723,73.77545
2,0,0,0,20.04723,73.77545
0,0,0,0,19.89595,73.54597
1,0,0,0,19.89169,73.88093
2,0,0,0,19.95496,73.74413
2,0,0,0,20.03178,73.8551
2,0,0,0,20.03178,73.8551
2,0,0,0,20.03178,73.8551
2,0,0,0,19.98148384,73.74867589
2,0,0,0,12.90725,-0.81231
2,0,0,0,19.9575,73.77972
2,0,0,0,20.03178,73.8551
2,16.34,5.23,0,19.97693,73.79817
2,32.98,14.03,0,19.96311,73.77113
2,31.83,11.18,0,19.94427,73.83229
2,24.22,9.25,0,19.95401,73.83873
5,0,0,0,20.03875,73.75025
2,0,0,0,19.06582,72.84531
3,0,0,0,19.95364,73.7693
1,0,0,0,20.00712,73.76633
2,19.14,6.89,0,19.97181,73.7689
2,26.79,10.23,0,19.97442,73.83381
1,0,0,0,19.99755,73.86567
1,0,0,0,19.97406,73.72218
2,52.03,17.61,0,20.01083,73.74738
2,19.31,7.02,0,20.03523,73.79084
2,0,0,0,19.95104,73.75699
3,0,0,0,20.02378,73.84229
2,0,0,0,19.96307913,73.77195953
3,0,0,0,19.95364,73.7693
1,0,0,0,19.95364,73.7693
2,0,0,0,19.95364,73.7693
1,0,0,0,19.97946,73.70883
2,0,0,0,19.99066,73.78871
2,0,0,0,20.04273,73.80302
2,0,0,0,19.95691,73.76233
2,0,0,0,19.95531,73.84089
3,0,0,0,19.9832,73.77883
2,0,0,0,19.84369,73.99385
2,0,0,0,20.01083,73.74738
2,0,0,0,19.97219,73.7835
2,0,0,0,19.94427,73.83229
2,0,0,0,20.0025,73.78718
2,0,0,0,20.01825,73.79397
2,0,0,0,19.97619,73.779
2,0,0,0,19.94749,73.76139
2,0,0,0,20.03691,73.84384
1,0,0,0,19.97693,73.79817
2,0,0,0,19.97262,73.74383
1,0,0,0,19.95364,73.7693
2,0,0,0,19.97262,73.74383
2,0,0,0,20.04456,73.78355
2,0,0,0,19.9851641,73.76094031
2,0,0,0,12.90725,-0.81231
4,0,0,0,20.00905333,73.75537978
4,0,0,0,20.01328,73.73606
2,23.13,8.49,0,19.95691,73.76233
2,0,0,0,20.09691,73.92601
2,0,0,0,19.99056,73.79596
2,0,0,0,19.99307,73.80571
2,0,0,0,19.97693,73.79817
2,30.44,10.59,0,19.94312,73.77364
3,0,0,0,19.97619,73.779
2,0,0,0,19.86493,73.83701
2,0,0,0,19.95104,73.75699
2,0,0,0,19.97805,73.83652
3,67.21,29.18,0,20.01277,73.73992
2,55.71,13.04,0,19.96758,73.7829
2,0,0,0,19.99975,73.73383
3,47.99,14.87,0,19.99307,73.80571
1,30.48,10.58,0,19.94427,73.83229
1,0,0,0,19.94749,73.76139
2,21.51,8.14,0,20.00662,73.7327
1,0,0,0,19.99503,73.79647
2,18.43,6.63,0,19.98148384,73.74867589
3,0,0,0,20.01277,73.73992
2,0,0,0,19.95691,73.76233
3,70.27,24.34,0,19.95531,73.84089
1,56.04,16.94,0,20.0042,73.74582
2,0,0,0,19.97475,73.82099
3,0,0,0,20.04204,73.85006
3,0,0,0,19.94312,73.77364
2,0,0,0,19.95691,73.76233
2,17.54,6.77,0,20.04723,73.77545
2,0,0,0,19.95691,73.76233
2,40.96,10.46,0,20.00038,73.75442
0,0,4.82,0,19.97693,73.79817
2,0,0,0,20.03086,73.71665
2,0,0,0,20.01678,73.79665
2,0,0,0,20.02709,73.8211
2,45.73,13.35,0,19.95604,73.76921
1,0,0,0,19.95691,73.76233
2,0,0,0,19.95531,73.84089
3,0,0,0,19.95104,73.75699
2,0,0,0,19.99056,73.79596
1,0,0,0,19.96401,73.72648
2,6.09,6.09,520,19.98817,73.70919
2,18.53,18.53,945,19.98246,73.81184
3,24.88,24.88,1160,19.98246,73.81184
1,6.8,6.8,520,19.98817,73.70919
3,22.24,22.24,1145,19.98246,73.81184
2,23.83,23.83,1020,19.97693,73.79817
2,14.83,14.83,980,19.97475,73.82099
2,23.83,23.83,960,19.97811,73.79962
2,33.36,33.36,1310,19.97811,73.79962
2,19.59,19.59,1000,19.98246,73.81184
2,19.86,19.86,1050,19.98246,73.81184
1,18.8,18.8,725,19.95436,73.83686
1,8.21,8.21,595,20.04723,73.77545
2,24.36,24.36,1250,19.99503,73.79647
2,15.09,15.09,1350,20.01217,73.82148
1,8.47,8.47,575,19.9305322,73.81173403
2,21.18,21.18,850,19.99619,73.76349
2,15.09,15.09,917,19.99503,73.79647
2,14.83,14.83,950,19.96599,73.77292
2,25.42,25.42,977,19.96966,73.7809
1,8.47,8.47,600,20.04813,73.80687
2,14.3,14.3,840,19.96311,73.77113
2,14.83,14.83,800,19.98264,73.78627
4,49.65,49.65,1820,19.96599,73.77292
2,18.53,18.53,840,20.01678,73.79665
2,13.77,13.77,823,19.94749,73.76139
1,11.12,11.12,600,19.98491,73.80525
1,9.38,9.38,670,20.00965,73.79814
1,7.41,7.41,1007,20.14002,74.23684
2,13.24,13.24,940,19.94749,73.76139
3,34.42,34.42,1170,20.01141,73.78339
3,31.77,31.77,1305,20.01277,73.73992
2,21.18,21.18,1000,19.97219,73.7835
2,18.53,18.53,840,20.01678,73.79665
3,24.36,24.36,1400,19.96599,73.77292
1,14.3,14.3,700,20.01282,73.79727
2,21.18,21.18,960,19.96758,73.7829
2,23.83,23.83,750,20.0059,73.78378
1,7.94,7.94,521,20.01418,73.78742
2,15.89,15.89,950,19.96873,73.77268
2,18.53,18.53,1100,19.96435,73.83253
2,23.83,23.83,956,19.95364,73.7693
2,15.89,15.89,1000,19.97475,73.82099
1,12.71,12.71,800,20.03384,73.80073
1,9.38,9.38,715,20.00843,73.77515
3,29.13,29.13,1250,19.95531,73.84089
2,18,18,1200,19.95531,73.84089
3,29.13,29.13,1370,19.95531,73.84089
2,14.04,14.04,980,19.97698499,73.83791119
2,15.89,15.89,900,19.99307,73.80571
2,19.33,19.33,1080,19.97219,73.7835
1,9.8,9.8,700,19.97972,73.78214
0,99.79,99.79,451,19.97447,73.75709
1,16.95,16.95,589,20.14002,74.23684
4,23.83,23.83,4500,20.14002,74.23684
2,38.72,38.72,922,20.14002,74.23684
1,26.48,26.48,657,20.14002,74.23684
2,29.66,29.66,809,20.14002,74.23684
2,15.89,15.89,875,19.94625,73.8147
1,7.58,7.58,651,20.14002,74.23684
1,7.68,7.68,800,20.14002,74.23684
1,7.58,7.58,658,20.14002,74.23684
1,7.68,7.68,506,20.14002,74.23684
1,7.41,7.41,1000,20.14002,74.23684
3,29.66,29.66,1545,19.97219,73.7835
2,21.71,21.71,1040,19.98789,73.76374
1,12.18,12.18,750,19.96523,73.82785
2,20.65,20.65,1000,19.95531,73.84089
1,12.71,12.71,730,19.95531,73.84089
1,11.65,11.65,645,19.95146,73.84069
4,29.13,29.13,1294,19.96435,73.83253
2,29.13,29.13,1350,19.9832,73.77883
1,12.71,12.71,650,19.98745,73.78168
2,16.95,16.95,980,19.97667,73.80673
2,17.37,17.37,900,19.99066,73.78871
3,39.72,39.72,1800,20.03086,73.71665
2,16.95,16.95,980,19.97219,73.7835
2,15.79,15.79,955,19.95531,73.84089
2,15.36,15.36,1020,19.97802,73.8374
1,8.47,8.47,534,19.99307,73.80571
3,30.45,30.45,1325,19.96038,73.82721
2,16.95,16.95,980,20.01825,73.79397
2,14.04,14.04,760,19.95531,73.84089
2,15.1,15.1,1050,19.95531,73.84089
2,15.1,15.1,1050,19.95531,73.84089
2,20.12,20.12,1100,19.97805,73.83652
2,20.12,20.12,1100,19.97805,73.83652
2,20.17,20.17,860,19.95531,73.84089
2,13.33,13.33,980,19.95531,73.84089
2,13.35,13.35,800,19.95531,73.84089
2,14.3,14.3,850,20.01825,73.79397
2,16.95,16.95,1050,19.94906,73.82975
2,21.18,21.18,562,20.0129,73.75045
3,17.48,17.48,1800,19.94625,73.8147
2,19.06,19.06,890,19.9851641,73.76094031
3,25.42,25.42,1160,19.98246,73.81184
2,18.53,18.53,871,19.98048776,73.79995282
2,22.24,22.24,850,20.00763,73.76362
2,31.77,31.77,1300,19.99316767,73.77635248
3,28.6,28.6,1200,19.95931,73.77976
3,29.13,29.13,1350,19.96523,73.83105
3,29.13,29.13,1269,19.98858,73.71576
3,26.48,26.48,1130,19.98246,73.81184
2,16.95,16.95,900,19.98849,73.72505
2,25.42,25.42,1200,20.03086,73.71665
3,34.42,34.42,1500,19.98491,73.80525
2,25.42,25.42,1350,19.9305322,73.81173403
2,21.18,21.18,1080,19.94749,73.76139
2,15.89,15.89,865,19.97132,73.78114
3,26.22,26.22,1390,19.97262,73.74383
1,8.47,8.47,700,19.96599,73.77292
2,22.24,22.24,800,20.01328,73.73606
2,23.83,23.83,900,19.95496,73.74413
1,12.71,12.71,600,19.97136,73.83303
1,15.89,15.89,800,19.95104,73.75699
2,21.98,21.98,970,19.95266,73.8365
1,10.06,10.06,625,19.95931,73.77976
3,42.2,42.2,2150,20.00905333,73.75537978
2,14.83,14.83,900,19.98048776,73.79995282
1,9,9,600,19.96578,73.77564
3,26.48,26.48,1230,19.98246,73.81184
3,29.13,29.13,1250,19.95266,73.8365
2,15.89,15.89,702,20.0059,73.78378
3,39.72,39.72,1300,20.0129,73.75045
0,6.35,6.35,370,20.04723,73.77545
2,22.24,22.24,850,20.00763,73.76362
2,20.65,20.65,1350,19.94625,73.8147
2,39.72,39.72,1350,20.00763,73.76362
2,31.77,31.77,1080,20.01507,73.75341
2,29.13,29.13,1190,19.93329,73.53077
2,23.83,23.83,1250,20.00038,73.75442
3,32.83,32.83,1800,19.99947,73.77475
2,15.89,15.89,1050,19.97219,73.7835
1,12.18,12.18,750,19.97233,73.78611
1,9.8,9.8,700,19.96311,73.77113
2,29.13,29.13,1100,19.93329,73.53077
2,23.83,23.83,1250,20.00038,73.75442
3,20.12,20.12,1300,19.98693,73.78671
2,20.12,20.12,1081,19.97262,73.74383
2,22.24,22.24,800,20.01328,73.73606
2,27.01,27.01,1200,19.9832,73.77883
2,23.83,23.83,1240,20.01507,73.75341
3,27.54,27.54,1300,19.9832,73.77883
3,67.02,67.02,2116,20.00763,73.76362
2,12.18,12.18,750,19.98264,73.78627
3,39.72,39.72,1918,19.96758,73.7829
3,31.77,31.77,1572,20.01277,73.73992
3,34.42,34.42,1400,19.95328,73.76879
3,34.53,34.53,1394,20.00247,73.75613
3,32.36,32.36,1250,19.99619,73.76349
2,18,18,1100,20.03086,73.71665
3,35.48,35.48,1800,20.018,73.75111
3,55.11,55.11,1800,20.01650006,73.73608572
2,25.42,25.42,1075,19.99428,73.75389
1,15.42,15.42,545,20.00763,73.76362
3,27.54,27.54,1100,20.03086,73.71665
3,46.17,46.17,1700,20.03086,73.71665
3,27.06,27.06,1250,19.94781,73.75945
1,9.53,9.53,640,19.97693,73.79817
2,18.53,18.53,900,19.97619,73.779
1,14.3,14.3,620,19.96599,73.77292
1,15.89,15.89,700,19.98789,73.76374
2,25.95,25.95,1078,20.01083,73.74738
3,54.61,54.61,2100,20.01507,73.75341
2,19.59,19.59,850,20.00234,73.77123
2,19.06,19.06,985,20.0098,73.79762
2,27.01,27.01,1400,19.97798,73.78137
2,19.06,19.06,945,19.98246,73.81184
3,22.24,22.24,1250,19.99307,73.80571
1,14.03,14.03,800,20.00038,73.75442
2,16.68,16.68,850,19.99503,73.79647
3,32.83,32.83,1250,26.96462,75.76202
2,27.54,27.54,1190,20.01277,73.73992
1,7.86,7.86,600,20.01201004,73.73700008
2,19.06,19.06,890,19.9851641,73.76094031
2,23.83,23.83,1150,20.03086,73.71665
2,23.83,23.83,1150,20.03086,73.71665
2,23.83,23.83,1150,20.018,73.75111
2,18.53,18.53,950,19.97619,73.779
2,14.3,14.3,850,19.96578,73.77564
2,20.12,20.12,900,19.98693155,73.78493195
2,18.53,18.53,1200,19.97019,73.78543
3,47.16,47.16,2000,20.0129,73.75045
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
2,20.12,20.12,900,20.01507,73.75341
1,9.53,9.53,590,19.97430003,73.75463008
1,14.83,14.83,678,20.0129,73.75045
3,19.06,19.06,1400,19.94625,73.8147
1,12.71,12.71,700,19.96311,73.77113
1,11.12,11.12,700,20.01678,73.79665
1,9,9,650,19.95531,73.84089
2,11.65,11.65,800,19.95146,73.84069
1,10.59,10.59,600,19.99619,73.76349
1,8.47,8.47,625,19.95531,73.84089
1,9,9,650,19.95531,73.84089
1,8.47,8.47,625,19.95531,73.84089
2,16.95,16.95,1000,19.95531,73.84089
2,16.95,16.95,850,19.96758,73.7829
2,14.3,14.3,950,19.96758,73.7829
2,18.53,18.53,1260,19.98053,73.84253
1,10.06,10.06,563,19.96758,73.7829
1,9.53,9.53,600,19.96599,73.77292
2,22.24,22.24,1050,20.0129,73.75045
1,11.12,11.12,700,20.01678,73.79665
3,32.3,32.3,1500,20.00038,73.75442
3,40.71,40.71,1559,20.01507,73.75341
3,42.2,42.2,1610,20.01507,73.75341
1,11.65,11.65,710,19.97262,73.74383
1,10.59,10.59,650,19.94749,73.76139
1,15.09,15.09,942,20.00038,73.75442
3,36.01,36.01,1410,19.97319,73.7905
2,15.89,15.89,920,19.96599,73.77292
1,10.07,10.07,650,20.01678,73.79665
2,14.3,14.3,880,19.94749,73.76139
1,10.59,10.59,650,20.01277,73.73992
3,29.66,29.66,1290,19.9832,73.77883
2,17.48,17.48,858,19.97219,73.7835
2,15.89,15.89,702,20.01141,73.78339
3,23.73,23.73,1180,19.99257,73.81289
1,10.07,10.07,650,20.01678,73.79665
2,15.79,15.79,955,19.97262,73.74383
2,12.71,12.71,855,19.97608,73.77717
2,16.95,16.95,900,19.97811,73.79962
1,10.59,10.59,650,19.94749,73.76139
2,14.3,14.3,880,19.94749,73.76139
2,15.89,15.89,950,19.97811,73.79962
2,30.71,30.71,1050,20.0060332,73.76298014
1,10.06,10.06,682,19.95931,73.77976
3,18.8,18.8,1170,19.95531,73.84089
0,6.88,6.88,550,19.95531,73.84089
2,14.73,14.73,980,19.95531,73.84089
1,8.47,8.47,600,19.95531,73.84089
2,13.77,13.77,900,19.97262,73.74383
1,7.41,7.41,600,19.95531,73.84089
2,20.12,20.12,925,19.98849,73.72505
1,8.05,8.05,585,19.89169,73.88093
1,8.21,8.21,600,19.9305322,73.81173403
2,16.42,16.42,950,25.36176,83.01741
2,12.45,12.45,870,19.95531,73.84089
2,15.1,15.1,934,19.97262,73.74383
2,17.22,17.22,980,19.97811,73.79962
1,11.12,11.12,600,19.96038,73.82721
2,14.83,14.83,880,19.95531,73.84089
2,18.43,18.43,1250,19.95531,73.84089
2,13.24,13.24,850,19.97802,73.8374
2,13.24,13.24,800,19.95539,73.85953
1,8.37,8.37,650,19.95531,73.84089
2,13.77,13.77,810,19.97209,73.77401
2,14.83,14.83,800,19.97811,73.79962
2,11.65,11.65,800,19.97805,73.83652
2,12.71,12.71,830,19.95531,73.84089
2,13.5,13.5,880,19.95531,73.84089
1,8.74,8.74,550,19.98053,73.84253
2,13.24,13.24,900,19.95539,73.85953
1,7.68,7.68,630,20.01825,73.79397
1,9.53,9.53,670,19.95531,73.84089
2,14.04,14.04,920,19.95531,73.84089
2,15.36,15.36,900,19.95266,73.8365
2,11.39,11.39,760,19.95531,73.84089
3,19.06,19.06,1180,19.95531,73.84089
2,19.86,19.86,1080,19.95531,73.84089
2,31.77,31.77,1160,19.95531,73.84089
2,14.83,14.83,860,19.95531,73.84089
2,21.18,21.18,1120,19.96599,73.77292
3,25.42,25.42,1170,19.95266,73.8365
1,7.94,7.94,650,19.95539,73.85953
1,7.94,7.94,650,19.95539,73.85953
1,9.96,9.96,750,19.97308,73.82193
2,19.59,19.59,1090,19.95531,73.84089
2,15.89,15.89,1300,19.95531,73.84089
1,7.94,7.94,690,19.95531,73.84089
2,14.83,14.83,940,19.97211,73.81902
2,31.77,31.77,1160,19.95531,73.84089
2,10.54,10.54,835,19.95531,73.84089
2,30.71,30.71,1190,19.95266,73.8365
1,7.94,7.94,630,19.95531,73.84089
1,10.06,10.06,607,19.95531,73.84089
2,11.92,11.92,720,19.95531,73.84089
1,10.43,10.43,600,19.95531,73.84089
2,13.51,13.51,830,19.98053,73.84253
3,18.43,18.43,1280,19.95531,73.84089
2,11.12,11.12,800,19.95531,73.84089
3,31.77,31.77,1300,19.95531,73.84089
3,33.89,33.89,1550,19.95531,73.84089
2,16.16,16.16,951,19.97811,73.79962
2,18,18,1050,19.96038,73.82721
2,14.83,14.83,915,19.95531,73.84089
2,16.95,16.95,985,19.95531,73.84089
2,14.3,14.3,880,19.94749,73.76139
1,12.18,12.18,700,19.94749,73.76139
1,15.36,15.36,695,19.99639,73.76353
3,31.77,31.77,1200,20.00864,73.75788
3,22.24,22.24,1145,19.96758,73.7829
2,18.53,18.53,1050,19.98053,73.84253
1,9.53,9.53,625,19.95931,73.77976
3,39.72,39.72,1200,19.95266,73.8365
3,31.67,31.67,1550,25.36176,83.01741
3,24.1,24.1,1200,19.97114,73.8209
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
2,13.24,13.24,800,19.95539,73.85953
3,18.53,18.53,1200,19.99433,73.76235
2,13.24,13.24,800,19.95539,73.85953
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
2,13.24,13.24,800,19.95539,73.85953
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
2,13.24,13.24,800,19.95539,73.85953
3,18.53,18.53,1200,19.99433,73.76235
3,18.53,18.53,1200,19.99433,73.76235
